,business_code,cust_number,name_customer,clear_date,buisness_year,doc_id,posting_date,due_in_date,baseline_create_date,cust_payment_terms,converted_usd,Aging Bucket
41,CA02,140104423,METRO  llc,02:10.2,2020,2960617050,00:00.0,00:00.0,00:00.0,CA10,93179.352,0-15
42,U001,200726979,BJ'S  systems,40:02.1,2020,1930801417,00:00.0,00:00.0,00:00.0,NAA8,360.33,less than 0
43,U001,200743996,STATER  llc,55:00.5,2020,1930660304,00:00.0,00:00.0,00:00.0,NAGD,3826.03,less than 0
44,U001,200752302,KROGER trust,30:25.3,2020,1930733767,00:00.0,00:00.0,00:00.0,NAA8,96674.05,less than 0
45,CA02,140105686,SYSC llc,03:05.7,2020,2960633120,00:00.0,00:00.0,00:00.0,CA10,43230.299,0-15
46,U001,200711029,WEGMAN corp,10:19.1,2020,1930742932,00:00.0,00:00.0,00:00.0,NAA8,14382.22,0-15
47,CA02,CCU001,KRAFT  corporation,37:27.4,2020,2960622220,00:00.0,00:00.0,00:00.0,NAG2,17828.069,0-15
48,U001,200769623,WAL-MAR llc,59:29.9,2020,1930804924,00:00.0,00:00.0,00:00.0,NAH4,35509.95,less than 0
49,U001,200769623,WAL-MAR associates,04:06.8,2020,1930746955,00:00.0,00:00.0,00:00.0,NAH4,13512.61,less than 0
50,U001,200772670,ASSOCIAT corp,05:31.8,2020,1930698156,00:00.0,00:00.0,00:00.0,NAU5,24421.33,less than 0
51,U001,200769623,WAL-MAR co,36:33.1,2020,1930801200,00:00.0,00:00.0,00:00.0,NAH4,11217.33,less than 0
52,U001,200769623,WAL-MAR systems,50:48.7,2020,1930776682,00:00.0,00:00.0,00:00.0,NAH4,12554.13,less than 0
53,U001,200720238,WOODM co,23:22.4,2020,1930858727,00:00.0,00:00.0,00:00.0,NAA8,126919.03,0-15
54,CA02,140106408,WAL-M in,32:25.7,2020,2960631200,00:00.0,00:00.0,00:00.0,CA10,28537.684,0-15
55,U001,200769623,WAL-MAR co,24:20.7,2020,1930729999,00:00.0,00:00.0,00:00.0,NAH4,24834.9,less than 0
56,U001,200769623,WAL-MAR us,58:49.4,2020,1930653060,00:00.0,00:00.0,00:00.0,NAH4,50202.83,less than 0
57,U001,200769623,WAL-MAR us,33:05.6,2020,1930715979,00:00.0,00:00.0,00:00.0,NAH4,8299.7,less than 0
58,U001,200799367,MCL corporation,45:41.2,2020,1930673430,00:00.0,00:00.0,00:00.0,NAA8,51602.13,less than 0
59,U001,200759878,SA co,55:46.3,2020,1930783249,00:00.0,00:00.0,00:00.0,NAH4,18900.99,less than 0
60,U001,200794332,COST corp,33:24.0,2020,1930638145,00:00.0,00:00.0,00:00.0,NAAX,49467.7,less than 0
61,U001,200515231,US  us,23:03.9,2020,1930768145,00:00.0,00:00.0,00:00.0,NAA8,10187.66,0-15
62,U001,200782669,SYGMA corp,48:17.5,2020,1930636977,00:00.0,00:00.0,00:00.0,NAA8,237.4,less than 0
63,U001,200769623,WAL-MAR foundation,48:20.4,2020,1930882979,00:00.0,00:00.0,00:00.0,NAH4,11532.84,less than 0
64,U001,200769623,WAL-MAR ,38:14.7,2020,1930692833,00:00.0,00:00.0,00:00.0,NAH4,20017.92,less than 0
65,U001,200331749,SYSC foundation,07:11.5,2020,1930579080,00:00.0,00:00.0,00:00.0,NAA8,5320.85,0-15
66,U001,200772670,ASSOCIAT associates,55:18.3,2020,1930819529,00:00.0,00:00.0,00:00.0,NAU5,30900.83,less than 0
67,U001,200772670,ASSOCIAT us,52:47.2,2020,1930736164,00:00.0,00:00.0,00:00.0,NAU5,65843.26,less than 0
68,U001,200706844,WINC foundation,28:14.8,2020,1930599854,00:00.0,00:00.0,00:00.0,NAA8,359.44,0-15
69,U001,100043975,JAVA ,47:30.7,2020,1930740345,00:00.0,00:00.0,00:00.0,NAA8,1427.36,less than 0
70,U001,200762301,C&S WH in,59:36.2,2020,1930592552,00:00.0,00:00.0,00:00.0,NAC6,99091.71,less than 0
71,U001,200148860,DOLLA associates,42:51.6,2020,1930732920,00:00.0,00:00.0,00:00.0,NAGD,6543.44,less than 0
72,CA02,100027744,OMEGA AD in,05:15.2,2020,2960635652,00:00.0,00:00.0,00:00.0,CAB1,4924.5,0-15
73,U001,100031704,DELHAIZE co,09:22.3,2020,1930585468,00:00.0,00:00.0,00:00.0,NAA8,106394.18,0-15
74,U001,200799420,HT HA foundation,04:38.5,2020,1930703225,00:00.0,00:00.0,00:00.0,NAA8,801.1,less than 0
75,U001,200974851,RESTA systems,20:52.2,2020,1930706997,00:00.0,00:00.0,00:00.0,NAA8,3566.69,less than 0
76,U001,200769623,WAL-MAR in,18:16.9,2020,1930830709,00:00.0,00:00.0,00:00.0,NAH4,8885.57,less than 0
77,U001,200793568,SUPE llc,59:45.0,2020,1930630388,00:00.0,00:00.0,00:00.0,NAA8,15893.27,less than 0
78,U001,200759878,SA foundation,47:02.7,2020,1930609945,00:00.0,00:00.0,00:00.0,NAH4,70180.8,less than 0
79,U001,200712187,SPAR in,55:19.5,2020,1930806222,00:00.0,00:00.0,00:00.0,NAA8,119384.36,less than 0
80,U001,100047532,KEYSTON associates,30:05.1,2020,1930592834,00:00.0,00:00.0,00:00.0,NAA8,11852.54,0-15
81,U001,200794332,COST co,28:36.8,2020,1930562584,00:00.0,00:00.0,00:00.0,NA84,11225.42,less than 0
82,U001,200148860,DOLLA associates,14:18.7,2020,1930699340,00:00.0,00:00.0,00:00.0,NAGD,5456.75,less than 0
83,U001,200794332,COST llc,13:22.4,2020,1930862420,00:00.0,00:00.0,00:00.0,NAAX,81500.86,less than 0
84,U001,200555117,BURR trust,40:31.6,2020,1930709963,00:00.0,00:00.0,00:00.0,NAA8,749.14,0-15
85,U001,200769623,WAL-MAR in,24:30.0,2020,1930878284,00:00.0,00:00.0,00:00.0,NAH4,2219.89,less than 0
86,U001,200772670,ASSOCIAT corp,39:25.1,2020,1930683241,00:00.0,00:00.0,00:00.0,NAU5,15489.78,less than 0
87,U001,200707822,PUBLI corporation,06:24.6,2020,1930857983,00:00.0,00:00.0,00:00.0,NAA8,126107.91,less than 0
88,CA02,140104392,FLANAG us,11:27.1,2020,2960619205,00:00.0,00:00.0,00:00.0,CA10,2528.673,0-15
89,U001,200769623,WAL-MAR corp,54:47.6,2020,1930831780,00:00.0,00:00.0,00:00.0,NAH4,11545.38,less than 0
90,U001,200759878,SA systems,04:29.3,2020,1930717567,00:00.0,00:00.0,00:00.0,NAH4,47646.57,less than 0
91,U001,200705742,DOT foundation,31:27.4,2020,1930581678,00:00.0,00:00.0,00:00.0,NAA8,5932.51,less than 0
92,U001,200793568,SUPE trust,24:52.1,2020,1930690537,00:00.0,00:00.0,00:00.0,NAA8,1635.76,less than 0
93,U001,200726979,BJ'S  ,30:51.3,2020,1930646128,00:00.0,00:00.0,00:00.0,NAA8,1286.3,less than 0
94,U001,200704858,WAKE corp,50:17.6,2020,1930762384,00:00.0,00:00.0,00:00.0,NAA8,99568.42,less than 0
95,U001,200780383,MEIJ in,51:39.7,2020,1930665025,00:00.0,00:00.0,00:00.0,NAA8,3612.63,less than 0
96,U001,200762301,C&S WH associates,50:05.7,2020,1930778021,00:00.0,00:00.0,00:00.0,NAC6,102276.04,less than 0
97,CA02,140106271,LONGO  in,22:52.1,2020,2960626604,00:00.0,00:00.0,00:00.0,CA10,8615.453,0-15
98,CA02,140104423,METRO  us,01:19.9,2020,2960628851,00:00.0,00:00.0,00:00.0,CA10,45059.546,0-15
99,U001,200741174,M B  co,45:01.9,2020,1930657267,00:00.0,00:00.0,00:00.0,NAA8,5767.83,less than 0
100,CA02,100030194,AMAZO llc,33:50.8,2020,2960622411,00:00.0,00:00.0,00:00.0,CA10,9851.667,0-15
101,U001,200769623,WAL-MAR trust,49:09.6,2020,1930720012,00:00.0,00:00.0,00:00.0,NAH4,42379.83,less than 0
102,U001,200592182,DECA in,18:52.0,2020,1930822583,00:00.0,00:00.0,00:00.0,NAM4,1761.84,less than 0
103,U001,200743996,STATER  co,31:08.1,2020,1930686889,00:00.0,00:00.0,00:00.0,NAA8,94612.03,less than 0
104,U001,200769623,WAL-MAR in,36:56.1,2020,1930787980,00:00.0,00:00.0,00:00.0,NAH4,22226.35,less than 0
105,U001,200749782,KROG associates,33:01.8,2020,1930822131,00:00.0,00:00.0,00:00.0,NAA8,88502.01,less than 0
106,U001,200744019,TARG corp,14:44.0,2020,1930641073,00:00.0,00:00.0,00:00.0,NAGD,1982.06,0-15
107,U001,200769623,WAL-MAR foundation,00:33.2,2020,1930804577,00:00.0,00:00.0,00:00.0,NAH4,2326.08,less than 0
108,U001,200705742,DOT us,09:07.1,2020,1930592413,00:00.0,00:00.0,00:00.0,NAA8,9822.38,less than 0
109,U001,200744019,TARG trust,05:24.9,2020,1930857489,00:00.0,00:00.0,00:00.0,NAA8,29592.42,0-15
110,U001,200772670,ASSOCIAT associates,28:39.3,2020,1930739252,00:00.0,00:00.0,00:00.0,NAU5,47903.76,less than 0
111,U001,200769623,WAL-MAR corporation,27:48.8,2020,1930692953,00:00.0,00:00.0,00:00.0,NAH4,1898.9,less than 0
112,U001,200900909,SYSCO in,13:05.6,2020,1930741081,00:00.0,00:00.0,00:00.0,NAA8,7524.17,0-15
113,U001,200424504,M  in,07:33.2,2020,1930830032,00:00.0,00:00.0,00:00.0,NACG,2428.04,31-45
114,U001,100031704,DELHAIZE trust,10:10.4,2020,1930794735,00:00.0,00:00.0,00:00.0,NAGD,1176.59,less than 0
115,U001,200764795,SYSCO  us,25:00.8,2020,1930637455,00:00.0,00:00.0,00:00.0,NA32,10978.51,less than 0
116,U001,200337148,COAS systems,10:44.5,2020,1930587342,00:00.0,00:00.0,00:00.0,NAA8,45127.79,less than 0
117,U001,200416837,DEC llc,59:21.3,2020,1930599382,00:00.0,00:00.0,00:00.0,NAM4,398.16,less than 0
118,U001,200769623,WAL-MAR llc,01:25.8,2020,1930623646,00:00.0,00:00.0,00:00.0,NAH4,58726.21,less than 0
119,U001,200726979,BJ'S  associates,17:17.1,2020,1930645815,00:00.0,00:00.0,00:00.0,NAA8,588.49,less than 0
120,U001,200721222,GO us,33:08.7,2020,1930800642,00:00.0,00:00.0,00:00.0,NAA8,25685.07,less than 0
121,U001,200772595,SAFEW corporation,35:09.3,2020,1930729101,00:00.0,00:00.0,00:00.0,NAA8,10020.14,less than 0
122,U001,200820380,SMITH'S trust,16:02.1,2020,1930716191,00:00.0,00:00.0,00:00.0,NAA8,48022.97,less than 0
123,U001,200793568,SUPE corporation,36:59.4,2020,1930779652,00:00.0,00:00.0,00:00.0,NAA8,36623.03,less than 0
124,U001,200706844,WINC corp,22:20.2,2020,1930732708,00:00.0,00:00.0,00:00.0,NAA8,22644.53,0-15
125,U001,100043975,JAVA co,57:00.8,2020,1930586661,00:00.0,00:00.0,00:00.0,NAA8,7212,0-15
126,U001,200769623,WAL-MAR llc,49:12.3,2020,1930692548,00:00.0,00:00.0,00:00.0,NAH4,15797.23,less than 0
127,U001,200762301,C&S WH in,24:44.8,2020,1930630515,00:00.0,00:00.0,00:00.0,NAC6,2018.45,less than 0
128,U001,200769623,WAL-MAR foundation,25:01.6,2020,1930593446,00:00.0,00:00.0,00:00.0,NAH4,14706.98,less than 0
129,U001,200729290,KROGER ,24:41.0,2020,1930599215,00:00.0,00:00.0,00:00.0,NAA8,115494.14,less than 0
130,U001,200769623,WAL-MAR us,27:55.1,2020,1930827122,00:00.0,00:00.0,00:00.0,NAH4,1898.9,less than 0
131,U001,200769623,WAL-MAR us,36:26.5,2020,1930750644,00:00.0,00:00.0,00:00.0,NAH4,37684.36,less than 0
132,U001,200705372,FR corporation,53:29.3,2020,1930637990,00:00.0,00:00.0,00:00.0,NAA8,19961.05,less than 0
133,U001,200769623,WAL-MAR llc,09:54.6,2020,1930675431,00:00.0,00:00.0,00:00.0,NAH4,11826.09,less than 0
134,U001,200742791,QUI in,35:37.1,2020,1930603823,00:00.0,00:00.0,00:00.0,NAA8,24843.48,less than 0
135,U001,200743996,STATER  corporation,01:08.2,2020,1930718352,00:00.0,00:00.0,00:00.0,NAA8,32224.05,less than 0
136,U001,200769623,WAL-MAR us,28:34.1,2020,1930752522,00:00.0,00:00.0,00:00.0,NAH4,9937.06,less than 0
137,U001,200759878,SA corporation,04:49.1,2020,1930752430,00:00.0,00:00.0,00:00.0,NAH4,12417.47,less than 0
138,U001,200762301,C&S WH us,17:27.0,2020,1930584581,00:00.0,00:00.0,00:00.0,NAC6,4301.57,less than 0
139,U001,200769623,WAL-MAR ,28:47.2,2020,1930885637,00:00.0,00:00.0,00:00.0,NAH4,22549.83,less than 0
140,U001,100043936,PAPA JO foundation,31:43.7,2020,1930627707,00:00.0,00:00.0,00:00.0,NA10,18145.19,0-15
141,U001,200744019,TARG co,52:39.2,2020,1930748869,00:00.0,00:00.0,00:00.0,NAA8,97776,0-15
142,U001,200794332,COST ,16:46.8,2020,1930720706,00:00.0,00:00.0,00:00.0,NAAX,31599.18,less than 0
143,U001,200740393,LABAT ,34:47.8,2020,1930585380,00:00.0,00:00.0,00:00.0,NAA8,52645.42,0-15
144,U001,200769623,WAL-MAR systems,37:52.2,2020,1930671465,00:00.0,00:00.0,00:00.0,NAH4,21113.92,less than 0
145,U001,200762301,C&S WH co,25:23.0,2020,1930577119,00:00.0,00:00.0,00:00.0,NAC6,137768.6,less than 0
146,U001,200759878,SA in,14:52.5,2020,1930748365,00:00.0,00:00.0,00:00.0,NAH4,13548.66,less than 0
147,U001,200759878,SA corporation,03:29.7,2020,1930825574,00:00.0,00:00.0,00:00.0,NAH4,35898.48,less than 0
148,U001,200704858,WAKE llc,11:39.9,2020,1930655118,00:00.0,00:00.0,00:00.0,NAA8,109248.63,0-15
149,U001,200762301,C&S WH foundation,35:46.5,2020,1930654407,00:00.0,00:00.0,00:00.0,NAC6,7465.1,less than 0
150,U001,200803720,DEC corporation,44:28.6,2020,1930872721,00:00.0,00:00.0,00:00.0,NAM2,4729.18,less than 0
151,U001,200078795,H T H llc,13:21.1,2020,1930861108,00:00.0,00:00.0,00:00.0,NAA8,1412.26,less than 0
152,U001,200519201,KROGE llc,10:50.0,2020,1930709582,00:00.0,00:00.0,00:00.0,NAA8,15477.22,less than 0
153,U001,200744019,TARG corp,36:04.1,2020,1930753198,00:00.0,00:00.0,00:00.0,NAA8,19195.56,0-15
154,U001,200786288,FAMILY in,41:40.5,2020,1930759958,00:00.0,00:00.0,00:00.0,NAC6,66230.48,16-30
155,U001,200418007,AM systems,41:13.9,2020,1930732102,00:00.0,00:00.0,00:00.0,NAA8,47393.05,0-15
156,U001,200466603,SMITH'S systems,52:28.8,2020,1930664246,00:00.0,00:00.0,00:00.0,NAA8,142732.08,less than 0
157,CA02,140106408,WAL-M associates,25:24.5,2020,2960622798,00:00.0,00:00.0,00:00.0,CA10,5791.485,0-15
158,U001,200762301,C&S WH in,07:05.7,2020,1930721389,00:00.0,00:00.0,00:00.0,NAGD,7943.13,less than 0
159,U001,200761734,H E BUT associates,10:22.6,2020,1930632938,00:00.0,00:00.0,00:00.0,NAA8,91756.55,less than 0
160,U001,200769623,WAL-MAR foundation,30:01.9,2020,1930611981,00:00.0,00:00.0,00:00.0,NAH4,24282.42,less than 0
161,U001,200769623,WAL-MAR llc,22:48.8,2020,1930793187,00:00.0,00:00.0,00:00.0,NAH4,10903.6,less than 0
162,U001,200769623,WAL-MAR us,10:30.9,2020,1930692727,00:00.0,00:00.0,00:00.0,NAH4,51516.27,less than 0
163,U001,200744019,TARG us,54:17.8,2020,1930813045,00:00.0,00:00.0,00:00.0,NAA8,5887.21,0-15
164,U001,200726979,BJ'S  systems,03:31.9,2020,1930643416,00:00.0,00:00.0,00:00.0,NAA8,14149.02,less than 0
165,U001,200706844,WINC co,11:55.3,2020,1930760026,00:00.0,00:00.0,00:00.0,NAA8,38905.5,0-15
166,U001,200418007,AM us,49:00.3,2020,1930650673,00:00.0,00:00.0,00:00.0,NAGD,1011.24,less than 0
167,U001,200799367,MCL in,31:08.9,2020,1930720975,00:00.0,00:00.0,00:00.0,NAA8,124605.44,0-15
168,U001,200772595,SAFEW corporation,27:50.4,2020,1930705040,00:00.0,00:00.0,00:00.0,NAA8,32039.34,less than 0
169,U001,200759878,SA llc,08:26.4,2020,1930700242,00:00.0,00:00.0,00:00.0,NAH4,50054.82,less than 0
170,U001,CCU013,KRAFT F in,51:39.7,2020,1930570370,00:00.0,00:00.0,00:00.0,NAX2,37209.64,31-45
171,U001,200726979,BJ'S  in,05:29.6,2020,1930629390,00:00.0,00:00.0,00:00.0,NAA8,467.72,less than 0
172,U001,200526831,PERISH associates,12:52.0,2020,1930666168,00:00.0,00:00.0,00:00.0,NAA8,134095.09,less than 0
173,U001,200769623,WAL-MAR llc,37:42.5,2020,1930845835,00:00.0,00:00.0,00:00.0,NAH4,292.94,less than 0
174,U001,100031704,DELHAIZE corp,54:55.6,2020,1930844129,00:00.0,00:00.0,00:00.0,NAA8,92271.69,0-15
175,U001,200769623,WAL-MAR in,04:56.1,2020,1930662779,00:00.0,00:00.0,00:00.0,NAH4,35023.47,less than 0
176,U001,200020431,DEC systems,13:47.0,2020,1930599834,00:00.0,00:00.0,00:00.0,NAM4,4551.58,less than 0
177,U001,200726979,BJ'S  ,10:13.9,2020,1930730591,00:00.0,00:00.0,00:00.0,NAA8,261.84,less than 0
178,U001,200769623,WAL-MAR foundation,41:14.4,2020,1930652678,00:00.0,00:00.0,00:00.0,NAH4,33837.66,less than 0
179,U001,200729942,SA ,51:10.9,2020,1930798198,00:00.0,00:00.0,00:00.0,NAA8,11696.53,less than 0
180,U001,200705742,DOT systems,47:25.1,2020,1930810367,00:00.0,00:00.0,00:00.0,NAA8,8115.04,less than 0
181,U001,200777735,NASH  co,36:14.9,2020,1930670844,00:00.0,00:00.0,00:00.0,NAA8,152067.79,less than 0
182,U001,200020431,DEC us,03:14.9,2020,1930617742,00:00.0,00:00.0,00:00.0,NAM4,3117.84,less than 0
183,U001,200769623,WAL-MAR corp,49:27.2,2020,1930748572,00:00.0,00:00.0,00:00.0,NAH4,1898.2,less than 0
184,U001,200759878,SA systems,41:48.3,2020,1930655535,00:00.0,00:00.0,00:00.0,NAH4,17060.17,less than 0
185,U001,100004536,BAS ,03:22.1,2020,1930765834,00:00.0,00:00.0,00:00.0,NAA8,3745.49,0-15
186,U001,200769623,WAL-MAR corporation,31:53.6,2020,1930882579,00:00.0,00:00.0,00:00.0,NAH4,9163.34,less than 0
187,CA02,140104409,LOB in,22:47.7,2020,2960624271,00:00.0,00:00.0,00:00.0,CA10,166894.252,0-15
188,U001,200744019,TARG co,56:43.6,2020,1930652649,00:00.0,00:00.0,00:00.0,NAA8,1183.45,0-15
189,U001,200769623,WAL-MAR systems,14:02.7,2020,1930803693,00:00.0,00:00.0,00:00.0,NAH4,53859.97,less than 0
190,CA02,140104423,METRO  corp,04:53.6,2020,2960624752,00:00.0,00:00.0,00:00.0,CA10,32025.364,0-15
191,U001,200707822,PUBLI foundation,54:13.2,2020,1930801025,00:00.0,00:00.0,00:00.0,NAA8,61394.52,less than 0
192,U001,200782669,SYGMA systems,49:22.7,2020,1930617473,00:00.0,00:00.0,00:00.0,NAA8,23298.58,less than 0
193,U001,200705742,DOT corporation,28:04.0,2020,1930660872,00:00.0,00:00.0,00:00.0,NAAW,4041.99,less than 0
194,U001,200769623,WAL-MAR corp,46:16.9,2020,1930676006,00:00.0,00:00.0,00:00.0,NAH4,14666.28,less than 0
195,U001,200780383,MEIJ foundation,08:42.5,2020,1930860645,00:00.0,00:00.0,00:00.0,NAA8,108570.13,less than 0
196,U001,100031704,DELHAIZE trust,27:41.7,2020,1930796146,00:00.0,00:00.0,00:00.0,NAGD,16196.66,less than 0
197,U001,200561861,CO llc,38:41.5,2020,1930774237,00:00.0,00:00.0,00:00.0,NAA8,23448.25,less than 0
198,U001,200761734,H E BUT systems,59:58.1,2020,1930701257,00:00.0,00:00.0,00:00.0,NAA8,83095.78,less than 0
199,U001,200769623,WAL-MAR co,58:53.5,2020,1930724889,00:00.0,00:00.0,00:00.0,NAH4,5801.67,less than 0
200,U001,200769623,WAL-MAR us,05:38.7,2020,1930677295,00:00.0,00:00.0,00:00.0,NAH4,11515.66,less than 0
201,U001,200900909,SYSCO in,59:41.2,2020,1930623159,00:00.0,00:00.0,00:00.0,NAA8,42647.01,0-15
202,U001,200726979,BJ'S  corporation,15:14.3,2020,1930665005,00:00.0,00:00.0,00:00.0,NAA8,810.96,less than 0
203,U001,200769623,WAL-MAR systems,18:00.3,2020,1930719358,00:00.0,00:00.0,00:00.0,NAH4,24504.26,less than 0
204,U001,200353024,DECA corporation,08:56.6,2020,1930875691,00:00.0,00:00.0,00:00.0,NAM4,889.08,less than 0
205,U001,200762950,HAR trust,10:42.6,2020,1930671888,00:00.0,00:00.0,00:00.0,NAA8,173239.52,less than 0
206,U001,200561861,CO us,21:02.7,2020,1930764482,00:00.0,00:00.0,00:00.0,NAA8,30316.62,less than 0
207,U001,200744019,TARG in,32:46.6,2020,1930647824,00:00.0,00:00.0,00:00.0,NAA8,17408.37,0-15
208,U001,200418007,AM foundation,09:03.4,2020,1930630519,00:00.0,00:00.0,00:00.0,NAA8,840.67,less than 0
209,U001,200762301,C&S WH trust,27:52.3,2020,1930805217,00:00.0,00:00.0,00:00.0,NAC6,56261.98,less than 0
210,U001,200772670,ASSOCIAT in,41:30.2,2020,1930723923,00:00.0,00:00.0,00:00.0,NAU5,1655.46,0-15
211,U001,200769623,WAL-MAR trust,41:41.4,2020,1930683228,00:00.0,00:00.0,00:00.0,NAH4,41629.12,less than 0
212,U001,200744019,TARG corporation,58:45.3,2020,1930730322,00:00.0,00:00.0,00:00.0,NAA8,54651.53,0-15
213,U001,100047382,PETER  corporation,19:19.2,2020,1930637647,00:00.0,00:00.0,00:00.0,NAA8,17733.56,0-15
214,U001,CCU002,KRFT FDS associates,48:31.9,2020,1930637979,00:00.0,00:00.0,00:00.0,NAG2,10648.32,0-15
215,U001,200706844,WINC llc,06:08.4,2020,1930842076,00:00.0,00:00.0,00:00.0,NAA8,38169.79,0-15
216,U001,200762301,C&S WH ,20:34.4,2020,1930747271,00:00.0,00:00.0,00:00.0,NAC6,3939,less than 0
217,U001,CCCA02,KRAFT  associates,09:16.8,2020,1930662684,00:00.0,00:00.0,00:00.0,NAG2,29972.7,0-15
